brilliantlavender,"Brilliant Lavender",#f4bbff,244,187,255
brilliantrose,"Brilliant Rose",#ff55a3,255,85,163
brinkpink,"Brink Pink",#fb607f,251,96,127
britishracinggreen,"British Racing Green",#004225,0,66,37
bronze,"Bronze",#cd7f32,205,127,50
browntraditional,"Brown (Traditional)",#964b00,150,75,0
brownweb,"Brown (Web)",#a52a2a,165,42,42
bubblegum,"Bubble Gum",#ffc1cc,255,193,204
bubbles,"Bubbles",#e7feff,231,254,255
buff,"Buff",#f0dc82,240,220,130
bulgarianrose,"Bulgarian Rose",#480607,72,6,7
burgundy,"Burgundy",#800020,128,0,32
burlywood,"Burlywood",#deb887,222,184,135
burntorange,"Burnt Orange",#c50,204,85,0
burntsienna,"Burnt Sienna",#e97451,233,116,81
burntumber,"Burnt Umber",#8a3324,138,51,36
byzantine,"Byzantine",#bd33a4,189,51,164
byzantium,"Byzantium",#702963,112,41,99
cadet,"Cadet",#536872,83,104,114
cadetblue,"Cadet Blue",#5f9ea0,95,158,160
cadetgrey,"Cadet Grey",#91a3b0,145,163,176
cadmiumgreen,"Cadmium Green",#006b3c,0,107,60
cadmiumorange,"Cadmium Orange",#ed872d,237,135,45
cadmiumred,"Cadmium Red",#e30022,227,0,34
cadmiumyellow,"Cadmium Yellow",#fff600,255,246,0
cafaulait,"Café Au Lait",#a67b5b,166,123,91
cafnoir,"Café Noir",#4b3621,75,54,33
calpolygreen,"Cal Poly Green",#1e4d2b,30,77,43
cambridgeblue,"Cambridge Blue",#a3c1ad,163,193,173
camel,"Camel",#c19a6b,193,154,107
cameopink,"Cameo Pink",#efbbcc,239,187,204
camouflagegreen,"Camouflage Green",#78866b,120,134,107
canaryyellow,"Canary Yellow",#ffef00,255,239,0
candyapplered,"Candy Apple Red",#ff0800,255,8,0
candypink,"Candy Pink",#e4717a,228,113,122
capri,"Capri",#00bfff,0,191,255
caputmortuum,"Caput Mortuum",#592720,89,39,32
cardinal,"Cardinal",#c41e3a,196,30,58
caribbeangreen,"Caribbean Green",#0c9,0,204,153
carmine,"Carmine",#960018,150,0,24
carminemp,"Carmine (M&P)",#d70040,215,0,64
carminepink,"Carmine Pink",#eb4c42,235,76,66
carminered,"Carmine Red",#ff0038,255,0,56
carnationpink,"Carnation Pink",#ffa6c9,255,166,201
carnelian,"Carnelian",#b31b1b,179,27,27
carolinablue,"Carolina Blue",#99badd,153,186,221
carrotorange,"Carrot Orange",#ed9121,237,145,33
catalinablue,"Catalina Blue",#062a78,6,42,120
ceil,"Ceil",#92a1cf,146,161,207
celadon,"Celadon",#ace1af,172,225,175
celadonblue,"Celadon Blue",#007ba7,0,123,167
celadongreen,"Celadon Green",#2f847c,47,132,124
celestecolour,"Celeste (Colour)",#b2ffff,178,255,255
celestialblue,"Celestial Blue",#4997d0,73,151,208
cerise,"Cerise",#de3163,222,49,99
cerisepink,"Cerise Pink",#ec3b83,236,59,131
cerulean,"Cerulean",#007ba7,0,123,167
ceruleanblue,"Cerulean Blue",#2a52be,42,82,190
ceruleanfrost,"Cerulean Frost",#6d9bc3,109,155,195
cgblue,"Cg Blue",#007aa5,0,122,165
cgred,"Cg Red",#e03c31,224,60,49
chamoisee,"Chamoisee",#a0785a,160,120,90
champagne,"Champagne",#fad6a5,250,214,165
charcoal,"Charcoal",#36454f,54,69,79
charmpink,"Charm Pink",#e68fac,230,143,172
chartreusetraditional,"Chartreuse (Traditional)",#dfff00,223,255,0
chartreuseweb,"Chartreuse (Web)",#7fff00,127,255,0
cherry,"Cherry",#de3163,222,49,99
cherryblossompink,"Cherry Blossom Pink",#ffb7c5,255,183,197
chestnut,"Chestnut",#cd5c5c,205,92,92
chinapink,"China Pink",#de6fa1,222,111,161
chinarose,"China Rose",#a8516e,168,81,110
chinesered,"Chinese Red",#aa381e,170,56,30
chocolatetraditional,"Chocolate (Traditional)",#7b3f00,123,63,0
chocolateweb,"Chocolate (Web)",#d2691e,210,105,30
chromeyellow,"Chrome Yellow",#ffa700,255,167,0
cinereous,"Cinereous",#98817b,152,129,123
cinnabar,"Cinnabar",#e34234,227,66,52
cinnamon,"Cinnamon",#d2691e,210,105,30
citrine,"Citrine",#e4d00a,228,208,10
classicrose,"Classic Rose",#fbcce7,251,204,231
cobalt,"Cobalt",#0047ab,0,71,171
cocoabrown,"Cocoa Brown",#d2691e,210,105,30
coffee,"Coffee",#6f4e37,111,78,55
columbiablue,"Columbia Blue",#9bddff,155,221,255
congopink,"Congo Pink",#f88379,248,131,121
coolblack,"Cool Black",#002e63,0,46,99
coolgrey,"Cool Grey",#8c92ac,140,146,172
copper,"Copper",#b87333,184,115,51
coppercrayola,"Copper (Crayola)",#da8a67,218,138,103
copperpenny,"Copper Penny",#ad6f69,173,111,105
copperred,"Copper Red",#cb6d51,203,109,81
copperrose,"Copper Rose",#966,153,102,102
coquelicot,"Coquelicot",#ff3800,255,56,0
coral,"Coral",#ff7f50,255,127,80
coralpink,"Coral Pink",#f88379,248,131,121
coralred,"Coral Red",#ff4040,255,64,64
cordovan,"Cordovan",#893f45,137,63,69
corn,"Corn",#fbec5d,251,236,93
cornellred,"Cornell Red",#b31b1b,179,27,27
cornflowerblue,"Cornflower Blue",#6495ed,100,149,237
cornsilk,"Cornsilk",#fff8dc,255,248,220
cosmiclatte,"Cosmic Latte",#fff8e7,255,248,231
cottoncandy,"Cotton Candy",#ffbcd9,255,188,217
cream,"Cream",#fffdd0,255,253,208
crimson,"Crimson",#dc143c,220,20,60
crimsonglory,"Crimson Glory",#be0032,190,0,50
cyan,"Cyan",#0ff,0,255,255
cyanprocess,"Cyan (Process)",#00b7eb,0,183,235
daffodil,"Daffodil",#ffff31,255,255,49
dandelion,"Dandelion",#f0e130,240,225,48
darkblue,"Dark Blue",#00008b,0,0,139
darkbrown,"Dark Brown",#654321,101,67,33
darkbyzantium,"Dark Byzantium",#5d3954,93,57,84
darkcandyapplered,"Dark Candy Apple Red",#a40000,164,0,0
darkcerulean,"Dark Cerulean",#08457e,8,69,126
darkchestnut,"Dark Chestnut",#986960,152,105,96
darkcoral,"Dark Coral",#cd5b45,205,91,69
darkcyan,"Dark Cyan",#008b8b,0,139,139
darkelectricblue,"Dark Electric Blue",#536878,83,104,120
darkgoldenrod,"Dark Goldenrod",#b8860b,184,134,11
darkgray,"Dark Gray",#a9a9a9,169,169,169
darkgreen,"Dark Green",#013220,1,50,32
darkimperialblue,"Dark Imperial Blue",#00416a,0,65,106
darkjunglegreen,"Dark Jungle Green",#1a2421,26,36,33
darkkhaki,"Dark Khaki",#bdb76b,189,183,107
darklava,"Dark Lava",#483c32,72,60,50
darklavender,"Dark Lavender",#734f96,115,79,150
darkmagenta,"Dark Magenta",#8b008b,139,0,139
darkmidnightblue,"Dark Midnight Blue",#036,0,51,102
darkolivegreen,"Dark Olive Green",#556b2f,85,107,47
darkorange,"Dark Orange",#ff8c00,255,140,0
darkorchid,"Dark Orchid",#9932cc,153,50,204
darkpastelblue,"Dark Pastel Blue",#779ecb,119,158,203
darkpastelgreen,"Dark Pastel Green",#03c03c,3,192,60
darkpastelpurple,"Dark Pastel Purple",#966fd6,150,111,214
darkpastelred,"Dark Pastel Red",#c23b22,194,59,34
darkpink,"Dark Pink",#e75480,231,84,128
darkpowderblue,"Dark Powder Blue",#039,0,51,153
darkraspberry,"Dark Raspberry",#872657,135,38,87
darkred,"Dark Red",#8b0000,139,0,0
darksalmon,"Dark Salmon",#e9967a,233,150,122
darkscarlet,"Dark Scarlet",#560319,86,3,25
darkseagreen,"Dark Sea Green",#8fbc8f,143,188,143
darksienna,"Dark Sienna",#3c1414,60,20,20
darkslateblue,"Dark Slate Blue",#483d8b,72,61,139
darkslategray,"Dark Slate Gray",#2f4f4f,47,79,79
darkspringgreen,"Dark Spring Green",#177245,23,114,69
darktan,"Dark Tan",#918151,145,129,81
darktangerine,"Dark Tangerine",#ffa812,255,168,18
darktaupe,"Dark Taupe",#483c32,72,60,50
darkterracotta,"Dark Terra Cotta",#cc4e5c,204,78,92
darkturquoise,"Dark Turquoise",#00ced1,0,206,209
darkviolet,"Dark Violet",#9400d3,148,0,211
darkyellow,"Dark Yellow",#9b870c,155,135,12
dartmouthgreen,"Dartmouth Green",#00703c,0,112,60
davysgrey,"Davy'S Grey",#555,85,85,85
debianred,"Debian Red",#d70a53,215,10,83
deepcarmine,"Deep Carmine",#a9203e,169,32,62
deepcarminepink,"Deep Carmine Pink",#ef3038,239,48,56
deepcarrotorange,"Deep Carrot Orange",#e9692c,233,105,44
deepcerise,"Deep Cerise",#da3287,218,50,135
deepchampagne,"Deep Champagne",#fad6a5,250,214,165
deepchestnut,"Deep Chestnut",#b94e48,185,78,72
deepcoffee,"Deep Coffee",#704241,112,66,65
deepfuchsia,"Deep Fuchsia",#c154c1,193,84,193
deepjunglegreen,"Deep Jungle Green",#004b49,0,75,73
deeplilac,"Deep Lilac",#95b,153,85,187
deepmagenta,"Deep Magenta",#c0c,204,0,204
deeppeach,"Deep Peach",#ffcba4,255,203,164
deeppink,"Deep Pink",#ff1493,255,20,147
deepruby,"Deep Ruby",#843f5b,132,63,91
deepsaffron,"Deep Saffron",#f93,255,153,51
deepskyblue,"Deep Sky Blue",#00bfff,0,191,255
deeptuscanred,"Deep Tuscan Red",#66424d,102,66,77
denim,"Denim",#1560bd,21,96,189
desert,"Desert",#c19a6b,193,154,107
desertsand,"Desert Sand",#edc9af,237,201,175
dimgray,"Dim Gray",#696969,105,105,105
dodgerblue,"Dodger Blue",#1e90ff,30,144,255
dogwoodrose,"Dogwood Rose",#d71868,215,24,104
dollarbill,"Dollar Bill",#85bb65,133,187,101
drab,"Drab",#967117,150,113,23
dukeblue,"Duke Blue",#00009c,0,0,156
earthyellow,"Earth Yellow",#e1a95f,225,169,95
ebony,"Ebony",#555d50,85,93,80
ecru,"Ecru",#c2b280,194,178,128
eggplant,"Eggplant",#614051,97,64,81
eggshell,"Eggshell",#f0ead6,240,234,214
egyptianblue,"Egyptian Blue",#1034a6,16,52,166
electricblue,"Electric Blue",#7df9ff,125,249,255
electriccrimson,"Electric Crimson",#ff003f,255,0,63
electriccyan,"Electric Cyan",#0ff,0,255,255
electricgreen,"Electric Green",#0f0,0,255,0
electricindigo,"Electric Indigo",#6f00ff,111,0,255
electriclavender,"Electric Lavender",#f4bbff,244,187,255
electriclime,"Electric Lime",#cf0,204,255,0
electricpurple,"Electric Purple",#bf00ff,191,0,255
electricultramarine,"Electric Ultramarine",#3f00ff,63,0,255
electricviolet,"Electric Violet",#8f00ff,143,0,255
electricyellow,"Electric Yellow",#ff0,255,255,0
emerald,"Emerald",#50c878,80,200,120
englishlavender,"English Lavender",#b48395,180,131,149
etonblue,"Eton Blue",#96c8a2,150,200,162
fallow,"Fallow",#c19a6b,193,154,107
falured,"Falu Red",#801818,128,24,24
fandango,"Fandango",#b53389,181,51,137
fashionfuchsia,"Fashion Fuchsia",#f400a1,244,0,161
fawn,"Fawn",#e5aa70,229,170,112
feldgrau,"Feldgrau",#4d5d53,77,93,83
ferngreen,"Fern Green",#4f7942,79,121,66
ferrarired,"Ferrari Red",#ff2800,255,40,0
fielddrab,"Field Drab",#6c541e,108,84,30
fireenginered,"Fire Engine Red",#ce2029,206,32,41
firebrick,"Firebrick",#b22222,178,34,34
flame,"Flame",#e25822,226,88,34
flamingopink,"Flamingo Pink",#fc8eac,252,142,172
flavescent,"Flavescent",#f7e98e,247,233,142
flax,"Flax",#eedc82,238,220,130
floralwhite,"Floral White",#fffaf0,255,250,240
fluorescentorange,"Fluorescent Orange",#ffbf00,255,191,0
fluorescentpink,"Fluorescent Pink",#ff1493,255,20,147
fluorescentyellow,"Fluorescent Yellow",#cf0,204,255,0
folly,"Folly",#ff004f,255,0,79
forestgreentraditional,"Forest Green (Traditional)",#014421,1,68,33
forestgreenweb,"Forest Green (Web)",#228b22,34,139,34
frenchbeige,"French Beige",#a67b5b,166,123,91
frenchblue,"French Blue",#0072bb,0,114,187
frenchlilac,"French Lilac",#86608e,134,96,142
frenchlime,"French Lime",#cf0,204,255,0
frenchraspberry,"French Raspberry",#c72c48,199,44,72
frenchrose,"French Rose",#f64a8a,246,74,138
fuchsia,"Fuchsia",#f0f,255,0,255
fuchsiacrayola,"Fuchsia (Crayola)",#c154c1,193,84,193
fuchsiapink,"Fuchsia Pink",#f7f,255,119,255
fuchsiarose,"Fuchsia Rose",#c74375,199,67,117
fulvous,"Fulvous",#e48400,228,132,0
fuzzywuzzy,"Fuzzy Wuzzy",#c66,204,102,102
gainsboro,"Gainsboro",#dcdcdc,220,220,220
gamboge,"Gamboge",#e49b0f,228,155,15
ghostwhite,"Ghost White",#f8f8ff,248,248,255
ginger,"Ginger",#b06500,176,101,0
glaucous,"Glaucous",#6082b6,96,130,182
glitter,"Glitter",#e6e8fa,230,232,250
goldmetallic,"Gold (Metallic)",#d4af37,212,175,55
goldwebgolden,"Gold (Web) (Golden)",#ffd700,255,215,0
goldenbrown,"Golden Brown",#996515,153,101,21
goldenpoppy,"Golden Poppy",#fcc200,252,194,0
goldenyellow,"Golden Yellow",#ffdf00,255,223,0
goldenrod,"Goldenrod",#daa520,218,165,32
grannysmithapple,"Granny Smith Apple",#a8e4a0,168,228,160
gray,"Gray",#808080,128,128,128
grayasparagus,"Gray-Asparagus",#465945,70,89,69
grayhtmlcssgray,"Gray (Html/Css Gray)",#808080,128,128,128
grayx11gray,"Gray (X11 Gray)",#bebebe,190,190,190
greencolorwheelx11green,"Green (Color Wheel) (X11 Green)",#0f0,0,255,0
greencrayola,"Green (Crayola)",#1cac78,28,172,120
greenhtmlcssgreen,"Green (Html/Css Green)",#008000,0,128,0
greenmunsell,"Green (Munsell)",#00a877,0,168,119
greenncs,"Green (Ncs)",#009f6b,0,159,107
greenpigment,"Green (Pigment)",#00a550,0,165,80
greenryb,"Green (Ryb)",#66b032,102,176,50
greenyellow,"Green-Yellow",#adff2f,173,255,47
grullo,"Grullo",#a99a86,169,154,134
guppiegreen,"Guppie Green",#00ff7f,0,255,127
halaybe,"Halayà úBe",#663854,102,56,84
hanblue,"Han Blue",#446ccf,68,108,207
hanpurple,"Han Purple",#5218fa,82,24,250
hansayellow,"Hansa Yellow",#e9d66b,233,214,107
harlequin,"Harlequin",#3fff00,63,255,0
harvardcrimson,"Harvard Crimson",#c90016,201,0,22
harvestgold,"Harvest Gold",#da9100,218,145,0
heartgold,"Heart Gold",#808000,128,128,0
heliotrope,"Heliotrope",#df73ff,223,115,255
hollywoodcerise,"Hollywood Cerise",#f400a1,244,0,161
honeydew,"Honeydew",#f0fff0,240,255,240
honolulublue,"Honolulu Blue",#007fbf,0,127,191
hookersgreen,"Hooker'S Green",#49796b,73,121,107
hotmagenta,"Hot Magenta",#ff1dce,255,29,206
hotpink,"Hot Pink",#ff69b4,255,105,180
huntergreen,"Hunter Green",#355e3b,53,94,59
iceberg,"Iceberg",#71a6d2,113,166,210
icterine,"Icterine",#fcf75e,252,247,94
imperialblue,"Imperial Blue",#002395,0,35,149
inchworm,"Inchworm",#b2ec5d,178,236,93
indiagreen,"India Green",#138808,19,136,8
indianred,"Indian Red",#cd5c5c,205,92,92
indianyellow,"Indian Yellow",#e3a857,227,168,87
indigo,"Indigo",#6f00ff,111,0,255
indigodye,"Indigo (Dye)",#00416a,0,65,106
indigoweb,"Indigo (Web)",#4b0082,75,0,130
internationalkleinblue,"International Klein Blue",#002fa7,0,47,167
internationalorangeaerospace,"International Orange (Aerospace)",#ff4f00,255,79,0
internationalorangeengineering,"International Orange (Engineering)",#ba160c,186,22,12
internationalorangegoldengatebridge,"International Orange (Golden Gate Bridge)",#c0362c,192,54,44
iris,"Iris",#5a4fcf,90,79,207
isabelline,"Isabelline",#f4f0ec,244,240,236
islamicgreen,"Islamic Green",#009000,0,144,0
ivory,"Ivory",#fffff0,255,255,240
jade,"Jade",#00a86b,0,168,107
jasmine,"Jasmine",#f8de7e,248,222,126
jasper,"Jasper",#d73b3e,215,59,62
jazzberryjam,"Jazzberry Jam",#a50b5e,165,11,94
jet,"Jet",#343434,52,52,52
jonquil,"Jonquil",#fada5e,250,218,94
junebud,"June Bud",#bdda57,189,218,87
junglegreen,"Jungle Green",#29ab87,41,171,135
kellygreen,"Kelly Green",#4cbb17,76,187,23
kenyancopper,"Kenyan Copper",#7c1c05,124,28,5
khakihtmlcsskhaki,"Khaki (Html/Css) (Khaki)",#c3b091,195,176,145
khakix11lightkhaki,"Khaki (X11) (Light Khaki)",#f0e68c,240,230,140
kucrimson,"Ku Crimson",#e8000d,232,0,13
lasallegreen,"La Salle Green",#087830,8,120,48
languidlavender,"Languid Lavender",#d6cadd,214,202,221
lapislazuli,"Lapis Lazuli",#26619c,38,97,156
laserlemon,"Laser Lemon",#fefe22,254,254,34
laurelgreen,"Laurel Green",#a9ba9d,169,186,157
lava,"Lava",#cf1020,207,16,32
lavenderblue,"Lavender Blue",#ccf,204,204,255
lavenderblush,"Lavender Blush",#fff0f5,255,240,245
lavenderfloral,"Lavender (Floral)",#b57edc,181,126,220
lavendergray,"Lavender Gray",#c4c3d0,196,195,208
lavenderindigo,"Lavender Indigo",#9457eb,148,87,235
lavendermagenta,"Lavender Magenta",#ee82ee,238,130,238
lavendermist,"Lavender Mist",#e6e6fa,230,230,250
lavenderpink,"Lavender Pink",#fbaed2,251,174,210
lavenderpurple,"Lavender Purple",#967bb6,150,123,182
lavenderrose,"Lavender Rose",#fba0e3,251,160,227
lavenderweb,"Lavender (Web)",#e6e6fa,230,230,250
lawngreen,"Lawn Green",#7cfc00,124,252,0
lemon,"Lemon",#fff700,255,247,0
lemonchiffon,"Lemon Chiffon",#fffacd,255,250,205
lemonlime,"Lemon Lime",#e3ff00,227,255,0
licorice,"Licorice",#1a1110,26,17,16
lightapricot,"Light Apricot",#fdd5b1,253,213,177
lightblue,"Light Blue",#add8e6,173,216,230
lightbrown,"Light Brown",#b5651d,181,101,29
lightcarminepink,"Light Carmine Pink",#e66771,230,103,113
lightcoral,"Light Coral",#f08080,240,128,128
lightcornflowerblue,"Light Cornflower Blue",#93ccea,147,204,234
lightcrimson,"Light Crimson",#f56991,245,105,145
lightcyan,"Light Cyan",#e0ffff,224,255,255
lightfuchsiapink,"Light Fuchsia Pink",#f984ef,249,132,239
lightgoldenrodyellow,"Light Goldenrod Yellow",#fafad2,250,250,210
lightgray,"Light Gray",#d3d3d3,211,211,211
lightgreen,"Light Green",#90ee90,144,238,144
lightkhaki,"Light Khaki",#f0e68c,240,230,140
lightpastelpurple,"Light Pastel Purple",#b19cd9,177,156,217
lightpink,"Light Pink",#ffb6c1,255,182,193
lightredochre,"Light Red Ochre",#e97451,233,116,81
lightsalmon,"Light Salmon",#ffa07a,255,160,122
lightsalmonpink,"Light Salmon Pink",#f99,255,153,153
lightseagreen,"Light Sea Green",#20b2aa,32,178,170
lightskyblue,"Light Sky Blue",#87cefa,135,206,250
lightslategray,"Light Slate Gray",#789,119,136,153
lighttaupe,"Light Taupe",#b38b6d,179,139,109
lightthulianpink,"Light Thulian Pink",#e68fac,230,143,172
lightyellow,"Light Yellow",#ffffe0,255,255,224
lilac,"Lilac",#c8a2c8,200,162,200
limecolorwheel,"Lime (Color Wheel)",#bfff00,191,255,0
limegreen,"Lime Green",#32cd32,50,205,50
limewebx11green,"Lime (Web) (X11 Green)",#0f0,0,255,0
limerick,"Limerick",#9dc209,157,194,9
lincolngreen,"Lincoln Green",#195905,25,89,5
linen,"Linen",#faf0e6,250,240,230
lion,"Lion",#c19a6b,193,154,107
littleboyblue,"Little Boy Blue",#6ca0dc,108,160,220
liver,"Liver",#534b4f,83,75,79
lust,"Lust",#e62020,230,32,32
magenta,"Magenta",#f0f,255,0,255
magentadye,"Magenta (Dye)",#ca1f7b,202,31,123
magentaprocess,"Magenta (Process)",#ff0090,255,0,144
magicmint,"Magic Mint",#aaf0d1,170,240,209
magnolia,"Magnolia",#f8f4ff,248,244,255
mahogany,"Mahogany",#c04000,192,64,0
maize,"Maize",#fbec5d,251,236,93
majorelleblue,"Majorelle Blue",#6050dc,96,80,220
malachite,"Malachite",#0bda51,11,218,81
manatee,"Manatee",#979aaa,151,154,170
mangotango,"Mango Tango",#ff8243,255,130,67
mantis,"Mantis",#74c365,116,195,101
mardigras,"Mardi Gras",#880085,136,0,133
marooncrayola,"Maroon (Crayola)",#c32148,195,33,72
maroonhtmlcss,"Maroon (Html/Css)",#800000,128,0,0
maroonx11,"Maroon (X11)",#b03060,176,48,96
mauve,"Mauve",#e0b0ff,224,176,255
mauvetaupe,"Mauve Taupe",#915f6d,145,95,109
mauvelous,"Mauvelous",#ef98aa,239,152,170
mayablue,"Maya Blue",#73c2fb,115,194,251
meatbrown,"Meat Brown",#e5b73b,229,183,59
mediumaquamarine,"Medium Aquamarine",#6da,102,221,170
mediumblue,"Medium Blue",#0000cd,0,0,205
mediumcandyapplered,"Medium Candy Apple Red",#e2062c,226,6,44
mediumcarmine,"Medium Carmine",#af4035,175,64,53
mediumchampagne,"Medium Champagne",#f3e5ab,243,229,171
mediumelectricblue,"Medium Electric Blue",#035096,3,80,150
mediumjunglegreen,"Medium Jungle Green",#1c352d,28,53,45
mediumlavendermagenta,"Medium Lavender Magenta",#dda0dd,221,160,221
mediumorchid,"Medium Orchid",#ba55d3,186,85,211
mediumpersianblue,"Medium Persian Blue",#0067a5,0,103,165
mediumpurple,"Medium Purple",#9370db,147,112,219
mediumredviolet,"Medium Red-Violet",#bb3385,187,51,133
mediumruby,"Medium Ruby",#aa4069,170,64,105
mediumseagreen,"Medium Sea Green",#3cb371,60,179,113
mediumslateblue,"Medium Slate Blue",#7b68ee,123,104,238
mediumspringbud,"Medium Spring Bud",#c9dc87,201,220,135
mediumspringgreen,"Medium Spring Green",#00fa9a,0,250,154
mediumtaupe,"Medium Taupe",#674c47,103,76,71
mediumturquoise,"Medium Turquoise",#48d1cc,72,209,204
mediumtuscanred,"Medium Tuscan Red",#79443b,121,68,59
mediumvermilion,"Medium Vermilion",#d9603b,217,96,59
mediumvioletred,"Medium Violet-Red",#c71585,199,21,133
mellowapricot,"Mellow Apricot",#f8b878,248,184,120
mellowyellow,"Mellow Yellow",#f8de7e,248,222,126
melon,"Melon",#fdbcb4,253,188,180
midnightblue,"Midnight Blue",#191970,25,25,112
midnightgreeneaglegreen,"Midnight Green (Eagle Green)",#004953,0,73,83
mikadoyellow,"Mikado Yellow",#ffc40c,255,196,12
mint,"Mint",#3eb489,62,180,137
mintcream,"Mint Cream",#f5fffa,245,255,250
mintgreen,"Mint Green",#98ff98,152,255,152
mistyrose,"Misty Rose",#ffe4e1,255,228,225
moccasin,"Moccasin",#faebd7,250,235,215
modebeige,"Mode Beige",#967117,150,113,23
moonstoneblue,"Moonstone Blue",#73a9c2,115,169,194
mordantred19,"Mordant Red 19",#ae0c00,174,12,0
mossgreen,"Moss Green",#addfad,173,223,173
mountainmeadow,"Mountain Meadow",#30ba8f,48,186,143
mountbattenpink,"Mountbatten Pink",#997a8d,153,122,141
msugreen,"Msu Green",#18453b,24,69,59
mulberry,"Mulberry",#c54b8c,197,75,140
